artist	SONG	TITLE	ID
BALCAN BEAT BOX	DANCING WITH THE MOON	BALCAN BEAT BOX - DANCING WITH THE MOON	251
BALCAN BEAT BOX	I TRUSTED U	BALCAN BEAT BOX - I TRUSTED U	252
BAND AID	DO THEY KNOW IT’S CHRISTMAS	BAND AID - DO THEY KNOW IT’S CHRISTMAS	253
BARBARA	A MOURIR POUR MOURIR	BARBARA - A MOURIR POUR MOURIR	254
BARBARA	DU SOMMEIL A MON SOMMEIL	BARBARA - DU SOMMEIL A MON SOMMEIL	255
BARBARA	GOTTINGEN	BARBARA - GOTTINGEN	256
BARBARA	IL AUTOMNE	BARBARA - IL AUTOMNE	257
BARBARA	L' HOMME EN HABIT ROUGE	BARBARA - L' HOMME EN HABIT ROUGE	258
BARBARA	L'AIGLE NOIR	BARBARA - L'AIGLE NOIR	259
BARBARA	LE BOIS DE SAINT-AMAND	BARBARA - LE BOIS DE SAINT-AMAND	260
BARBARA	LE MAL DE VIVRE	BARBARA - LE MAL DE VIVRE	261
BARBARA	LE PIANO NOIR	BARBARA - LE PIANO NOIR	262
BARBARA	LE SOLEIL NOIR	BARBARA - LE SOLEIL NOIR	263
BARBARA	L'ILE AUX MIMOSAS	BARBARA - L'ILE AUX MIMOSAS	264
BARBARA	MA PLUS BELLE HISTOIRE D'AMOUR	BARBARA - MA PLUS BELLE HISTOIRE D'AMOUR	265
BARBARA	MARIENBAD	BARBARA - MARIENBAD	266
BARBARA	MON ENFANCE	BARBARA - MON ENFANCE	267
BARBARA	NANTES	BARBARA - NANTES	268
BARBARA	O MES THEATRES	BARBARA - O MES THEATRES	269
BARBARA	PERLIMPINPIN	BARBARA - PERLIMPINPIN	270
BARBARA	PIERRE	BARBARA - PIERRE	271
BARBARA	QUI EST QUI	BARBARA - QUI EST QUI	272
BARBARA	RAISON D'ETAT	BARBARA - RAISON D'ETAT	273
BARBARA	REMUSAT	BARBARA - REMUSAT	274
BARBARA	SID'AMOUR-A-MORT	BARBARA - SID'AMOUR-A-MORT	275
BARBARA	TIRE-PAS	BARBARA - TIRE-PAS	276
BARBARA	UNE PETITE CANTATE	BARBARA - UNE PETITE CANTATE	277
Barbra STREISAND	A SLEEPIN' BEE	Barbra STREISAND - A SLEEPIN' BEE	278
Barbra STREISAND	ALFIE	Barbra STREISAND - ALFIE	279
Barbra STREISAND	AT THE SAME TIME	Barbra STREISAND - AT THE SAME TIME	280
Barbra STREISAND	AULD LANG SYNE	Barbra STREISAND - AULD LANG SYNE	281
Barbra STREISAND	CRY ME A RIVER	Barbra STREISAND - CRY ME A RIVER	282
Barbra STREISAND	DON'T LIKE GOODBYES	Barbra STREISAND - DON'T LIKE GOODBYES	283
Barbra STREISAND	EVERGREEN	Barbra STREISAND - EVERGREEN	284
Barbra STREISAND	EVERYTIME YOU HEAR AULD LANG SYNE	Barbra STREISAND - EVERYTIME YOU HEAR AULD LANG SYNE	285
Barbra STREISAND	HAPPY DAYS ARE HERE AGAIN	Barbra STREISAND - HAPPY DAYS ARE HERE AGAIN	286
Barbra STREISAND	I BELIEVE	Barbra STREISAND - I BELIEVE	287
Barbra STREISAND	I'VE DREAMED OF YOU	Barbra STREISAND - I'VE DREAMED OF YOU	288
Barbra STREISAND	LOVER, COME BACK TO ME	Barbra STREISAND - LOVER, COME BACK TO ME	289
Barbra STREISAND	MEDLEY	Barbra STREISAND - MEDLEY	290
Barbra STREISAND	MISS MARMELSTEIN	Barbra STREISAND - MISS MARMELSTEIN	291
Barbra STREISAND	ON A CLEAR DAY	Barbra STREISAND - ON A CLEAR DAY	292
Barbra STREISAND	PEOPLE	Barbra STREISAND - PEOPLE	293
Barbra STREISAND	PUTTING IT TOGETHER	Barbra STREISAND - PUTTING IT TOGETHER	294
Barbra STREISAND	SEND IN THE CLOWNS	Barbra STREISAND - SEND IN THE CLOWNS	295
