artist	SONG	TITLE	ID
Анжелика ВАРУМ	ХУДОЖНИК	Анжелика ВАРУМ - ХУДОЖНИК	4800
Анжелика ВАРУМ	Я ВСЕГДА С ТОБОЙ	Анжелика ВАРУМ - Я ВСЕГДА С ТОБОЙ	4801
Анжелика ВАРУМ & ВИА СЛИВКИ	САМАЯ ЛУЧШАЯ	Анжелика ВАРУМ & ВИА СЛИВКИ - САМАЯ ЛУЧШАЯ	4802
Анжелика ВАРУМ & Игорь КРУТОЙ	ОПОЗДАВШАЯ ЛЮБОВЬ	Анжелика ВАРУМ & Игорь КРУТОЙ - ОПОЗДАВШАЯ ЛЮБОВЬ	4803
Анжелика ВАРУМ & Леонид АГУТИН	ВСЕ В ТВОИХ РУКАХ	Анжелика ВАРУМ & Леонид АГУТИН - ВСЕ В ТВОИХ РУКАХ	4804
Анжелика ВАРУМ & Леонид АГУТИН	ДВЕ ДОРОГИ, ДВА ПУТИ	Анжелика ВАРУМ & Леонид АГУТИН - ДВЕ ДОРОГИ, ДВА ПУТИ	4805
Анжелика ВАРУМ & Леонид АГУТИН	КОРОЛЕВА	Анжелика ВАРУМ & Леонид АГУТИН - КОРОЛЕВА	4806
Анжелика ВАРУМ & Леонид АГУТИН	ЧАСИКИ	Анжелика ВАРУМ & Леонид АГУТИН - ЧАСИКИ	4807
Анжелика НАЧЕСОВА	ЗАДЫХАЮСЬ	Анжелика НАЧЕСОВА - ЗАДЫХАЮСЬ	4808
Анжелика РУТА	НЕ БЫВАЕТ РУТА КРАСНОЙ	Анжелика РУТА - НЕ БЫВАЕТ РУТА КРАСНОЙ	4809
Анжелика РУТА & Владимир СТОЛЬНЫЙ	ДЫМ КОСТРА	Анжелика РУТА & Владимир СТОЛЬНЫЙ - ДЫМ КОСТРА	4810
Анжелика РЯПАЛОВА	МОЛОДАЯ БАБУШКА	Анжелика РЯПАЛОВА - МОЛОДАЯ БАБУШКА	4811
Анжелика ФРОЛОВА	ЗВЕЗДА	Анжелика ФРОЛОВА - ЗВЕЗДА	4812
Анжелика ЮТТ	ПРОЩАЙ	Анжелика ЮТТ - ПРОЩАЙ	4813
Анжелика ЮТТ	ТВОЯ	Анжелика ЮТТ - ТВОЯ	4814
Анжелика ЮТТ	Я ОДНА	Анжелика ЮТТ - Я ОДНА	4815
Ани ЛОРАК	ЗАБИРАЙ РАЙ	Ани ЛОРАК - ЗАБИРАЙ РАЙ	4816
Ани ЛОРАК	ЛЮБОВЬ НАСТАЛА	Ани ЛОРАК - ЛЮБОВЬ НАСТАЛА	4817
Ани ЛОРАК	ОСЕННЯЯ ЛЮБОВЬ	Ани ЛОРАК - ОСЕННЯЯ ЛЮБОВЬ	4818
Ани ЛОРАК	РАЗВЕ ТЫ ЛЮБИЛ	Ани ЛОРАК - РАЗВЕ ТЫ ЛЮБИЛ	4819
Ани ЛОРАК	УДЕРЖИ МОЁ СЕРДЦЕ	Ани ЛОРАК - УДЕРЖИ МОЁ СЕРДЦЕ	4820
Ани ЛОРАК	ЯГОДА МАЛИНА	Ани ЛОРАК - ЯГОДА МАЛИНА	4821
Анита ЦОЙ	LOVER	Анита ЦОЙ - LOVER	4822
Анита ЦОЙ	АГЕНТ 007	Анита ЦОЙ - АГЕНТ 007	4823
Анита ЦОЙ	НАВЕРНОЕ, ЭТО ЛЮБОВЬ	Анита ЦОЙ - НАВЕРНОЕ, ЭТО ЛЮБОВЬ	4824
Анита ЦОЙ	НЕБО	Анита ЦОЙ - НЕБО	4825
Анита ЦОЙ	ПОЛЁТ	Анита ЦОЙ - ПОЛЁТ	4826
Анита ЦОЙ	СУМАСШЕДШЕЕ СЧАСТЬЕ	Анита ЦОЙ - СУМАСШЕДШЕЕ СЧАСТЬЕ	4827
Анита ЦОЙ	ДАЛЕКО	Анита ЦОЙ - ДАЛЕКО	4828
Анна АЛЬВУХИНА	ОРЕНБУРГСКИЙ ПУХОВЫЙ ПЛАТОК	Анна АЛЬВУХИНА - ОРЕНБУРГСКИЙ ПУХОВЫЙ ПЛАТОК	4829
Анна БОЛЬШОВА	СПАСИБО, Я ТЕБЯ БЛАГОДАРЮ (СТИХ)	Анна БОЛЬШОВА - СПАСИБО, Я ТЕБЯ БЛАГОДАРЮ (СТИХ)	4830
Анна БОРОВЫХ	МОЯ МОСКВА	Анна БОРОВЫХ - МОЯ МОСКВА	4831
Анна ВЕСКЕ	ВОЗЬМИ МЕНЯ С СОБОЙ	Анна ВЕСКЕ - ВОЗЬМИ МЕНЯ С СОБОЙ	4832
Анна ВЕСКЕ	МУЗЕЙ МАДАМ ТЮССО	Анна ВЕСКЕ - МУЗЕЙ МАДАМ ТЮССО	4833
Анна ВОЛКОВА	ПАРОМЩИК	Анна ВОЛКОВА - ПАРОМЩИК	4834
