artist	SONG	TITLE	ID
Михаил БУБЛИК	СПАСИ МЕНЯ	Михаил БУБЛИК - СПАСИ МЕНЯ	10326
Михаил БУБЛИК	СЫГРАЕМ	Михаил БУБЛИК - СЫГРАЕМ	10327
Михаил БУБЛИК	ТАКИЕ НОВОСТИ	Михаил БУБЛИК - ТАКИЕ НОВОСТИ	10328
Михаил БУБЛИК	УЛЕТАЮ НАВСЕГДА	Михаил БУБЛИК - УЛЕТАЮ НАВСЕГДА	10329
Михаил БУБЛИК	УСЛЫШЬ МУЗЫКУ	Михаил БУБЛИК - УСЛЫШЬ МУЗЫКУ	10330
Михаил БУБЛИК	ЧТО В ТВОИХ СНАХ	Михаил БУБЛИК - ЧТО В ТВОИХ СНАХ	10331
Михаил БУБЛИК	ЧТО ТЫ МОЖЕШЬ ПОНИМАТЬ?	Михаил БУБЛИК - ЧТО ТЫ МОЖЕШЬ ПОНИМАТЬ	10332
Михаил БУБЛИК	Я САМ ТЕБЯ ВЫДУМАЛ	Михаил БУБЛИК - Я САМ ТЕБЯ ВЫДУМАЛ	10333
Михаил БУБЛИК	ЯСЕНЬ	Михаил БУБЛИК - ЯСЕНЬ	10334
Михаил БУРЛЯШ	В ОБЛАКЕ	Михаил БУРЛЯШ - В ОБЛАКЕ	10335
Михаил БУРЛЯШ	ВКУСНОЕ ЛЕТО	Михаил БУРЛЯШ - ВКУСНОЕ ЛЕТО	10336
Михаил БУРЛЯШ	ВОЛШЕБСТВО	Михаил БУРЛЯШ - ВОЛШЕБСТВО	10337
Михаил БУРЛЯШ	ДЕТСКАЯ ПЕСНЯ	Михаил БУРЛЯШ - ДЕТСКАЯ ПЕСНЯ	10338
Михаил БУРЛЯШ	ДО СКОРОГО!	Михаил БУРЛЯШ - ДО СКОРОГО!	10339
Михаил БУРЛЯШ	ЗА СТЕНКОЙ - ЛЕТО	Михаил БУРЛЯШ - ЗА СТЕНКОЙ - ЛЕТО	10340
Михаил БУРЛЯШ	КОКТЕЙЛЬ	Михаил БУРЛЯШ - КОКТЕЙЛЬ	10341
Михаил БУРЛЯШ	КРАСАВИЦА	Михаил БУРЛЯШ - КРАСАВИЦА	10342
Михаил БУРЛЯШ	ОДНАЖДЫ	Михаил БУРЛЯШ - ОДНАЖДЫ	10343
Михаил БУРЛЯШ	ПАМПУШЕЧКА	Михаил БУРЛЯШ - ПАМПУШЕЧКА	10344
Михаил БУРЛЯШ	ПОЕДЕМ	Михаил БУРЛЯШ - ПОЕДЕМ	10345
Михаил БУРЛЯШ	РЕСТОРАНЧИК	Михаил БУРЛЯШ - РЕСТОРАНЧИК	10346
Михаил БУРЛЯШ	СВЕТКА	Михаил БУРЛЯШ - СВЕТКА	10347
Михаил БУРЛЯШ	СВИТЕРОК	Михаил БУРЛЯШ - СВИТЕРОК	10348
Михаил ГУЛЬКО	БЕДНОЕ СЕРДЦЕ МАМЫ	Михаил ГУЛЬКО - БЕДНОЕ СЕРДЦЕ МАМЫ	10350
Михаил ГУЛЬКО	БЕРЕЗЫ В КАДКАХ	Михаил ГУЛЬКО - БЕРЕЗЫ В КАДКАХ	10351
Михаил ГУЛЬКО	В АМЕРИКЕ	Михаил ГУЛЬКО - В АМЕРИКЕ	10352
Михаил ГУЛЬКО	ВАНИНСКИЙ ПОРТ	Михаил ГУЛЬКО - ВАНИНСКИЙ ПОРТ	10353
Михаил ГУЛЬКО	ЕВРЕЙСКОЕ МЕСТЕЧКО	Михаил ГУЛЬКО - ЕВРЕЙСКОЕ МЕСТЕЧКО	10354
