artist	SONG	TITLE	ID
Владимир АСМОЛОВ	РЯДОМ БЫТЬ ХОЧУ	Владимир АСМОЛОВ - РЯДОМ БЫТЬ ХОЧУ	6052
Владимир АСМОЛОВ	СКУКА	Владимир АСМОЛОВ - СКУКА	6053
Владимир АСМОЛОВ	ТЫ МОЙ СОН	Владимир АСМОЛОВ - ТЫ МОЙ СОН	6054
Владимир БАЖИНОВСКИЙ	Я БУЙ	Владимир БАЖИНОВСКИЙ - Я БУЙ	6055
Владимир БОЧАРОВ	ДЕВЯТЬ ДНЕЙ	Владимир БОЧАРОВ - ДЕВЯТЬ ДНЕЙ	6056
Владимир БОЧАРОВ	ДОРОГА ОТ ДУШИ К ДУШЕ	Владимир БОЧАРОВ - ДОРОГА ОТ ДУШИ К ДУШЕ	6057
Владимир БОЧАРОВ	ДУРНАЯ КОЛЕЯ	Владимир БОЧАРОВ - ДУРНАЯ КОЛЕЯ	6058
Владимир БОЧАРОВ	МАТУШКА ТВЕРЬ	Владимир БОЧАРОВ - МАТУШКА ТВЕРЬ	6059
Владимир БОЧАРОВ	НОВОГОДНИЙ БЛЮЗ	Владимир БОЧАРОВ - НОВОГОДНИЙ БЛЮЗ	6060
Владимир БОЧАРОВ	НОВЫЙ ГОД	Владимир БОЧАРОВ - НОВЫЙ ГОД	6061
Владимир БОЧАРОВ	ПРИНЦЕССА	Владимир БОЧАРОВ - ПРИНЦЕССА	6062
Владимир БОЧАРОВ	ТРАДИЦИИ СТАРЫХ ВОРОВ	Владимир БОЧАРОВ - ТРАДИЦИИ СТАРЫХ ВОРОВ	6063
Владимир БОЧАРОВ & Лариса ЧЕРНЫШЕВА	СТАРЫЙ ДВОР	Владимир БОЧАРОВ & Лариса ЧЕРНЫШЕВА - СТАРЫЙ ДВОР	6064
Владимир БУДАНЦЕВ	ЗАХОДИ, МОЙ ДРУГ, НА ОГОНЕК	Владимир БУДАНЦЕВ - ЗАХОДИ, МОЙ ДРУГ, НА ОГОНЕК	6065
Владимир БУДАНЦЕВ	МОЯ ШЕСТЕРОЧКА	Владимир БУДАНЦЕВ - МОЯ ШЕСТЕРОЧКА	6066
Владимир БУДАНЦЕВ	ТАМБОВ	Владимир БУДАНЦЕВ - ТАМБОВ	6067
Владимир ВЕРБИЛО	БОЛЬНО	Владимир ВЕРБИЛО - БОЛЬНО	6068
Владимир ВЕРБИЛО	ОДИНОКАЯ ПТИЦА	Владимир ВЕРБИЛО - ОДИНОКАЯ ПТИЦА	6069
Владимир ВИНОКУР	РУСЬ	Владимир ВИНОКУР - РУСЬ	6070
Владимир ВИНОКУР	ЦЫГАНСКИЙ ХОР	Владимир ВИНОКУР - ЦЫГАНСКИЙ ХОР	6071
Владимир ВИНОКУР	ЧТОБЫ НЕ БЫЛО ПЕЧАЛИ	Владимир ВИНОКУР - ЧТОБЫ НЕ БЫЛО ПЕЧАЛИ	6072
Владимир ВИНОКУР & Мария НОВИКОВА	ГОВОРИ МНЕ	Владимир ВИНОКУР & Мария НОВИКОВА - ГОВОРИ МНЕ	6073
Владимир ВИШНЕВСКИЙ	ПАРОДИЙНАЯ (У ПРИРОДЫ НЕТ ПЛОХОЙ ПОГОДЫ)	Владимир ВИШНЕВСКИЙ - ПАРОДИЙНАЯ (У ПРИРОДЫ НЕТ ПЛОХОЙ ПОГОДЫ)	6074
Владимир ВЫСОЦКИЙ	АБОРИГЕНЫ СЪЕЛИ КУКА	Владимир ВЫСОЦКИЙ - АБОРИГЕНЫ СЪЕЛИ КУКА	6075
Владимир ВЫСОЦКИЙ	БАЛЛАДА О ВОЛЬНЫХ СТРЕЛКАХ	Владимир ВЫСОЦКИЙ - БАЛЛАДА О ВОЛЬНЫХ СТРЕЛКАХ	6076
Владимир ВЫСОЦКИЙ	БАЛЛАДА О ЛЮБВИ	Владимир ВЫСОЦКИЙ - БАЛЛАДА О ЛЮБВИ	6077
Владимир ВЫСОЦКИЙ	БАЛЛАДА О РОБИН ГУДЕ	Владимир ВЫСОЦКИЙ - БАЛЛАДА О РОБИН ГУДЕ	6078
Владимир ВЫСОЦКИЙ	БАЛЛАДА О ЦВЕТАХ, ДЕРЕВЬЯХ И МИЛЛИОНЕРАХ	Владимир ВЫСОЦКИЙ - БАЛЛАДА О ЦВЕТАХ, ДЕРЕВЬЯХ И МИЛЛИОНЕРАХ	6079
Владимир ВЫСОЦКИЙ	БРАТСКИЕ МОГИЛЫ	Владимир ВЫСОЦКИЙ - БРАТСКИЕ МОГИЛЫ	6080
Владимир ВЫСОЦКИЙ	ГАМЛЕТ	Владимир ВЫСОЦКИЙ - ГАМЛЕТ	6081
Владимир ВЫСОЦКИЙ	ГУЛ ЗАТИХ	Владимир ВЫСОЦКИЙ - ГУЛ ЗАТИХ	6082
Владимир ВЫСОЦКИЙ	ДИАЛОГ У ТЕЛЕВИЗОРА	Владимир ВЫСОЦКИЙ - ДИАЛОГ У ТЕЛЕВИЗОРА	6083
Владимир ВЫСОЦКИЙ	ИНСТРУКЦИЯ ПЕРЕД ПОЕЗДКОЙ ЗА РУБЕЖ	Владимир ВЫСОЦКИЙ - ИНСТРУКЦИЯ ПЕРЕД ПОЕЗДКОЙ ЗА РУБЕЖ	6084
Владимир ВЫСОЦКИЙ	КОНИ ПРИВЕРЕДЛИВЫЕ	Владимир ВЫСОЦКИЙ - КОНИ ПРИВЕРЕДЛИВЫЕ	6086
Владимир ВЫСОЦКИЙ	КОРАБЛИ	Владимир ВЫСОЦКИЙ - КОРАБЛИ	6087
Владимир ВЫСОЦКИЙ	КТО КОНЧИЛ ЖИЗНЬ ТРАГИЧЕСКИ	Владимир ВЫСОЦКИЙ - КТО КОНЧИЛ ЖИЗНЬ ТРАГИЧЕСКИ	6088
Владимир ВЫСОЦКИЙ	КУПЛЕТЫ ОБ ОДЕССЕ	Владимир ВЫСОЦКИЙ - КУПЛЕТЫ ОБ ОДЕССЕ	6089
Владимир ВЫСОЦКИЙ	КУПОЛА РОССИЙСКИЕ	Владимир ВЫСОЦКИЙ - КУПОЛА РОССИЙСКИЕ	6090
Владимир ВЫСОЦКИЙ	ЛЕКЦИЯ О МЕЖДУНАРОДНОМ ПОЛОЖЕНИИ	Владимир ВЫСОЦКИЙ - ЛЕКЦИЯ О МЕЖДУНАРОДНОМ ПОЛОЖЕНИИ	6091
